variable,col1,col2,col3,col4,col5,Sector,Subsector,Technology,Fuel,CCS_flag
Secondary Energy|Liquids|Fossil,Secondary Energy,Liquids,Fossil,,,Liquids,Fossil,Liquids,,
Secondary Energy|Liquids|Oil,Secondary Energy,Liquids,Oil,,,Liquids,Oil,Liquids,,
Trade|Primary Energy|Coal|Volume,Trade,Primary Energy,Coal,Volume,,Coal,Coal,,Coal,
Water Consumption,Water Consumption,,,,,,,,,
Water Consumption|Electricity|Biomass|w/o CCS,Water Consumption,Electricity,Biomass,w/o CCS,,Power,Biomass,Biomass - w/o CCS,Biomass,w/o CCS
Water Withdrawal|Electricity|Fossil|w/o CCS,Water Withdrawal,Electricity,Fossil,w/o CCS,,Power,Fossil,Fossil - w/o CCS,Fossil,w/o CCS
Water Withdrawal|Electricity|Gas|w/o CCS,Water Withdrawal,Electricity,Gas,w/o CCS,,Power,Gas,Gas - w/o CCS,Gas,w/o CCS
Water Withdrawal|Electricity|Non-Biomass Renewables,Water Withdrawal,Electricity,Non-Biomass Renewables,,,Renewables,Non-Biomass Renewables,Non-Biomass Renewables,Non-Biomass Renewables,
Water Withdrawal|Electricity|Nuclear,Water Withdrawal,Electricity,Nuclear,,,Nuclear,Nuclear,Nuclear,Nuclear,
Water Withdrawal|Electricity|Oil|w/ CCS,Water Withdrawal,Electricity,Oil,w/ CCS,,Power,Oil,Oil - w/ CCS,Oil,w/ CCS
Agricultural Production,Agricultural Production,,,,,Agriculture,,,,
Agricultural Production|Energy,Agricultural Production,Energy,,,,Agriculture,,Energy,,
Capacity|Electricity|Gas|w/o CCS,Capacity,Electricity,Gas,w/o CCS,,Power,Gas,Gas - w/o CCS,Gas,w/o CCS
Capacity|Electricity|Solar|PV,Capacity,Electricity,Solar,PV,,Power,Solar,Solar - PV,Solar,
Capital Cost|Electricity|Solar|PV,Capital Cost,Electricity,Solar,PV,,Renewables,Solar,Solar - PV,,
Capital Stock,Capital Stock,,,,,,,,,
Cumulative Capacity|Electricity|Biomass|w/ CCS,Cumulative Capacity,Electricity,Biomass,w/ CCS,,Power,Biomass,Biomass - w/ CCS,Biomass,w/ CCS
Efficiency|Electricity|Biomass|w/ CCS,Efficiency,Electricity,Biomass,w/ CCS,,Power,Biomass,Biomass - w/ CCS,Biomass,w/ CCS
Efficiency|Electricity|Coal|w/o CCS,Efficiency,Electricity,Coal,w/o CCS,,Power,Coal,Coal - w/o CCS,Coal,w/o CCS
Efficiency|Liquids|Biomass|w/o CCS,Efficiency,Liquids,Biomass,w/o CCS,,Biomass,Liquids,Biomass - w/o CCS,Biomass,w/o CCS
Emissions|BC|AFOLU,Emissions,BC,AFOLU,,,,,AFOLU,,
Final Energy|Other Sector|Heat,Final Energy,Other Sector,Heat,,,,,,,
Capacity|Electricity|Geothermal,Capacity,Electricity,Geothermal,,,Renewables,Geothermal,Geothermal,Geothermal,
Cumulative Capacity|Electricity|Geothermal,Cumulative Capacity,Electricity,Geothermal,,,Renewables,Geothermal,Geothermal,Geothermal,
Final Energy|Non-Energy Use|Gas,Final Energy,Non-Energy Use,Gas,,,Non-Energy Use,Gas,,Gas,
Agricultural Demand|Crops,Agricultural Demand,Crops,,,,Agriculture,Crops,,,
Agricultural Demand|Crops|Food,Agricultural Demand,Crops,Food,,,Agriculture,Crops,Food,,
Agricultural Demand|Crops|Other,Agricultural Demand,Crops,Other,,,Agriculture,Crops,Other,,
Emissions|CH4|Energy|Demand|Residential and Commercial,Emissions,CH4,Energy,Demand,Residential and Commercial,Residential and Commercial,Demand,Energy,,
Land Cover|Cropland|Cereals,Land Cover,Cropland,Cereals,,,,,,,
Population|Rural,Population,Rural,,,,,,,,
Emissions|CO2|Other,Emissions,CO2,Other,,,,,Other,,
Emissions|N2O|Other,Emissions,N2O,Other,,,,,Other,,
Capacity|Electricity|Wind|Offshore,Capacity,Electricity,Wind,Offshore,,Power,Wind,Wind - Offshore,Wind,
Carbon Sequestration|Direct Air Capture,Carbon Sequestration,Direct Air Capture,,,,,,Direct Air Capture,,
Carbon Sequestration|Land Use|Soil Carbon Management,Carbon Sequestration,Land Use,Soil Carbon Management,,,,,Land Use,,
Emissions|CO2|Energy|Demand|Other Sector,Emissions,CO2,Energy,Demand,Other Sector,Other Sector,Demand,Energy,,
Final Energy|Other Sector|Hydrogen,Final Energy,Other Sector,Hydrogen,,,,,,,
Final Energy|Transportation|Liquids|Coal,Final Energy,Transportation,Liquids,Coal,,Transportation,Liquids,Coal,,
Lifetime|Electricity|Gas|w/o CCS,Lifetime,Electricity,Gas,w/o CCS,,Power,Gas,Gas - w/o CCS,Gas,w/o CCS
Lifetime|Electricity|Geothermal,Lifetime,Electricity,Geothermal,,,Renewables,Geothermal,Geothermal,Geothermal,
Lifetime|Electricity|Wind|Offshore,Lifetime,Electricity,Wind,Offshore,,Renewables,Wind,Wind - Offshore,Wind,
Secondary Energy|Gases|Other,Secondary Energy,Gases,Other,,,Gases,Other,Gases,,
Secondary Energy|Hydrogen|Biomass,Secondary Energy,Hydrogen,Biomass,,,Hydrogen,Biomass,Hydrogen,,
Secondary Energy|Hydrogen|Other,Secondary Energy,Hydrogen,Other,,,Hydrogen,Other,Hydrogen,,
Emissions|CO2|Energy|Supply|Solids,Emissions,CO2,Energy,Supply,Solids,Supply,Supply,Energy,,
Emissions|PFC|C6F14,Emissions,PFC,C6F14,,,,,C6F14,,
Emissions|BC|Energy|Demand|Transportation|Freight,Emissions,BC,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|CO2|Energy|Demand|Transportation|Maritime|Freight,Emissions,CO2,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|CO2|Energy|Demand|Transportation|Rail|Freight,Emissions,CO2,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|CO2|Energy|Demand|Transportation|Rail|Passenger,Emissions,CO2,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|CO2|Energy|Demand|Transportation|Road,Emissions,CO2,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|CO2|Energy|Demand|Transportation|Road|Passenger|Bus,Emissions,CO2,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|CO2|Energy|Demand|Transportation|Road|Passenger|LDV,Emissions,CO2,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|CO|Energy|Demand|Transportation|Freight,Emissions,CO,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|OC|Energy|Demand|Transportation|Passenger,Emissions,OC,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Final Energy|Transportation|Road|Freight,Final Energy,Transportation,Road,Freight,,Transportation,Road,Freight,,
Final Energy|Residential and Commercial|Cooling,Final Energy,Residential and Commercial,Cooling,,,Cooling,,,,
Final Energy|Residential and Commercial|Lighting,Final Energy,Residential and Commercial,Lighting,,,Lighting,,,,
Final Energy|Residential and Commercial|Residential|Heating,Final Energy,Residential and Commercial,Residential,Heating,,Residential,Heating,,,
Final Energy|Residential and Commercial|Residential|Heating|Water,Final Energy,Residential and Commercial,Residential,Heating,Water,Residential,Heating,Water,,
Final Energy|Residential and Commercial|Residential|Lighting,Final Energy,Residential and Commercial,Residential,Lighting,,Residential,Lighting,,,
Energy Service|Residential and Commercial|Commercial|Education|Floor space,Energy Service,Residential and Commercial,Commercial,Education,Floor space,Residential and Commercial,Commercial,,,
Energy Service|Residential and Commercial|Commercial|Hotels|Floor space,Energy Service,Residential and Commercial,Commercial,Hotels,Floor space,Residential and Commercial,Commercial,,,
Energy Service|Residential and Commercial|Commercial|Offices|Floor space,Energy Service,Residential and Commercial,Commercial,Offices,Floor space,Residential and Commercial,Commercial,,,
Primary Energy|Non-Biomass Renewables|Geothermal,Primary Energy,Non-Biomass Renewables,Geothermal,,,Renewables,Non-Biomass Renewables,Geothermal,,
Primary Energy|Non-Biomass Renewables|Hydro,Primary Energy,Non-Biomass Renewables,Hydro,,,Renewables,Non-Biomass Renewables,Hydro,,
Emissions|CF4,Emissions,CF4,,,,,,,,
Primary Energy|Coal|Hydrogen,Primary Energy,Coal,Hydrogen,,,Coal,Coal,Coal - Hydrogen,Hydrogen,
Primary Energy|Gas|Liquids,Primary Energy,Gas,Liquids,,,Gas&Oil,Gas,Gas - Liquids,Liquids,
Expenditure|Medical System|Incremental,Expenditure,Medical System,Incremental,,,,,,,
Expenditure|household|Energy,Expenditure,household,Energy,,,,,,,
Unemployment,Unemployment,,,,,,,,,
Emissions|CH4|Industrial Processes,Emissions,CH4,Industrial Processes,,,,,Industrial Processes,,
Final Energy (excl. feedstocks)|Industry|Gases|Fossil,Final Energy (excl. feedstocks),Industry,Gases,Fossil,,,,,,
Capital Cost|Liquids|Coal|w/o CCS,Capital Cost,Liquids,Coal,w/o CCS,,Coal,Liquids,Coal - w/o CCS,,w/o CCS
Public Consumption,Public Consumption,,,,,,,,,
Value Added|Industry|Energy|Electricity and Gas,Value Added,Industry,Energy,Electricity and Gas,,Industry,Energy,Electricity and Gas,,
Capacity|Electricity|Ocean,Capacity,Electricity,Ocean,,,Power,Ocean,Ocean,Ocean,
Capital Cost|Hydrogen|Coal|w/ CCS,Capital Cost,Hydrogen,Coal,w/ CCS,,Coal,Hydrogen,Coal - w/ CCS,,w/ CCS
Cumulative Capacity|Hydrogen|Coal,Cumulative Capacity,Hydrogen,Coal,,,Power,Hydrogen,Coal,Coal,
Cumulative Capacity|Hydrogen|Gas|w/ CCS,Cumulative Capacity,Hydrogen,Gas,w/ CCS,,Power,Hydrogen,Gas - w/ CCS,Gas,w/ CCS
Water Withdrawal|Electricity|Dry Cooling,Water Withdrawal,Electricity,Dry Cooling,,,Power,Dry Cooling,Dry Cooling,Dry Cooling,
Water Withdrawal|Electricity|Sea Cooling,Water Withdrawal,Electricity,Sea Cooling,,,Power,Sea Cooling,Sea Cooling,Sea Cooling,
Price|Final Energy|Residential and Commercial|Residential|Liquids|Oil,Price,Final Energy,Residential and Commercial,Residential,Liquids,Residential and Commercial,Residential,Residential - Liquids,Oil,
Emissions|CO|Energy|Demand|Residential and Commercial|Residential,Emissions,CO,Energy,Demand,Residential and Commercial,Residential and Commercial,Demand,Energy,,
Emissions|NOx|Energy|Demand|Residential and Commercial|Residential,Emissions,NOx,Energy,Demand,Residential and Commercial,Residential and Commercial,Demand,Energy,,
Emissions|NOx|Industrial Processes,Emissions,NOx,Industrial Processes,,,Industry,,Industrial Processes,,
Emissions|OC|Energy|Demand|Residential and Commercial|Commercial,Emissions,OC,Energy,Demand,Residential and Commercial,Residential and Commercial,Demand,Energy,,
Final Energy (excl. feedstocks)|Industry|Heat,Final Energy (excl. feedstocks),Industry,Heat,,,Industry,,,,
Final Energy|Industry|Chemicals|High value chemicals|Gases|Fossil,Final Energy,Industry,Chemicals,High value chemicals,Gases,Chemicals,High value chemicals,Gases,,
Final Energy|Industry|Chemicals|Solids|Fossil,Final Energy,Industry,Chemicals,Solids,Fossil,Chemicals,Solids,Fossil,,
Final Energy|Industry|Pulp and Paper|Liquids,Final Energy,Industry,Pulp and Paper,Liquids,,Pulp and Paper,Liquids,,,
Final Energy|Industry|Steel|Solids,Final Energy,Industry,Steel,Solids,,Steel,Solids,,,
Final Energy|Industry|Steel|Solids|Bioenergy,Final Energy,Industry,Steel,Solids,Bioenergy,Steel,Solids,Bioenergy,,
Price|Final Energy|Transportation|Gases|Fossil,Price,Final Energy,Transportation,Gases,Fossil,Transportation,Gases,Gases - Fossil,Gas,
Trade|Uranium|Mass,Trade,Uranium,Mass,,,Nuclear,,,,
Carbon Intensity|Production|Cement,Carbon Intensity,Production,Cement,,,Cement,,,,
Carbon Intensity|Production|Steel,Carbon Intensity,Production,Steel,,,Steel,,,,
Emissions|CO|Waste,Emissions,CO,Waste,,,,,Waste,,
Fertilizer Use|Nitrogen|Surplus,Fertilizer Use,Nitrogen,Surplus,,,,,,,
Food|Availability,Food,Availability,,,,,,,,
Population|Prevalence of obesity,Population,Prevalence of obesity,,,,,,,,
Population|Prevalence of underweight,Population,Prevalence of underweight,,,,,,,,
Population|Prevalence of underweight|Children,Population,Prevalence of underweight,Children,,,,,,,
Price|Final Energy|Transportation|Gases,Price,Final Energy,Transportation,Gases,,Transportation,Gases,Gases,,
Emissions|BC|AFOLU|Agriculture,Emissions,BC,AFOLU,Agriculture,,,Agriculture,AFOLU,,
Final Energy (excl. feedstocks)|Industry|Liquids|Hydrogen synfuel,Final Energy (excl. feedstocks),Industry,Liquids,Hydrogen synfuel,,Hydrogen,,,,
Final Energy|Transportation|Passenger|Gases|Bioenergy,Final Energy,Transportation,Passenger,Gases,Bioenergy,Transportation,Passenger,Gases - Bioenergy,,
Capacity|Transportation|Rail|Freight,Capacity,Transportation,Rail,Freight,,Transportation,Rail,Freight,,
Efficiency|Hydrogen|Electricity,Efficiency,Hydrogen,Electricity,,,Power,Hydrogen,Hydrogen,Hydrogen,
Fertilizer Use|Phosphorus,Fertilizer Use,Phosphorus,,,,,,,,
Cumulative Capacity|Gases|Coal|w/ CCS,Cumulative Capacity,Gases,Coal,w/ CCS,,Power,Coal,Coal - Gases - w/ CCS,Coal,w/ CCS
Cumulative Capacity|Gases|Coal|w/o CCS,Cumulative Capacity,Gases,Coal,w/o CCS,,Power,Coal,Coal - Gases - w/o CCS,Coal,w/o CCS
Cumulative Capacity|Liquids|Oil,Cumulative Capacity,Liquids,Oil,,,Power,Liquids,Oil,Oil,
Capital Cost|Gases|Biomass|w/o CCS,Capital Cost,Gases,Biomass,w/o CCS,,Biomass,Gases,Biomass - w/o CCS,,w/o CCS
Lifetime|Gases|Biomass|w/o CCS,Lifetime,Gases,Biomass,w/o CCS,,Biomass,Gases,Biomass - w/o CCS,Biomass,w/o CCS
Lifetime|Gases|Coal|w/o CCS,Lifetime,Gases,Coal,w/o CCS,,Coal,Coal,Coal - Gases - w/o CCS,Coal,w/o CCS
Lifetime|Liquids|Gas|w/o CCS,Lifetime,Liquids,Gas,w/o CCS,,Liquids,Gas,Gas - w/o CCS,Gas,w/o CCS
OM Cost|Fixed|Hydrogen|Gas|w/o CCS,OM Cost,Fixed,Hydrogen,Gas,w/o CCS,Hydrogen,Gas,Gas - w/o CCS,,w/o CCS
Water Consumption|Gases|Biomass,Water Consumption,Gases,Biomass,,,Biomass,Gases,Biomass,Biomass,
Water Consumption|Hydrogen|Electricity,Water Consumption,Hydrogen,Electricity,,,Hydrogen,Electricity,Electricity,Electricity,
Water Consumption|Liquids|Gas|w/ CCS,Water Consumption,Liquids,Gas,w/ CCS,,Liquids,Gas,Gas - w/ CCS,Gas,w/ CCS
Water Withdrawal|Gases,Water Withdrawal,Gases,,,,Gases,,,,
Water Withdrawal|Heat|Biomass,Water Withdrawal,Heat,Biomass,,,Heat,Biomass,Biomass,Biomass,
Water Withdrawal|Hydrogen|Fossil|w/o CCS,Water Withdrawal,Hydrogen,Fossil,w/o CCS,,Hydrogen,Fossil,Fossil - w/o CCS,Fossil,w/o CCS
Water Withdrawal|Liquids,Water Withdrawal,Liquids,,,,Liquids,,,,
Air pollution concentration|PM2.5|Urban population,Air pollution concentration,PM2.5,Urban population,,,Air quality,,Air pollution concentration,,
GDP|PPP|Per capita ratio to OECD,GDP,PPP,Per capita ratio to OECD,,,,,,,
Policy Cost|Transfers,Policy Cost,Transfers,,,,,,,,
Political institutions|Equality before law and individual liberty,Political institutions,Equality before law and individual liberty,,,,,,,,
Capacity|Electricity|Solar|PV|Utility-scale PV,Capacity,Electricity,Solar,PV,Utility-scale PV,Power,Solar,Solar PV - Utility-scale PV,Solar,
Capital Cost|Heating|Heat pumps,Capital Cost,Heating,Heat pumps,,,Heating,Heating,Heat pumps,,
Lifetime|Electricity|Storage|Battery Capacity,Lifetime,Electricity,Storage,Battery Capacity,,Power,Storage,Storage - Battery Capacity,Electricity,
OM Cost|Electricity|Solar|PV|Utility-scale PV,OM Cost,Electricity,Solar,PV,Utility-scale PV,Renewables,Solar,PV - Utility-scale PV,,
Energy Service|Residential and Commercial|Commercial|Education|Construction,Energy Service,Residential and Commercial,Commercial,Education,Construction,Residential and Commercial,Commercial,,,
Emissions|CO2|Energy|Demand,Emissions,CO2,Energy,Demand,,,Demand,Energy,,
Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial,Emissions,CO2,Energy,Demand,Residential and Commercial,Residential and Commercial,Demand,Energy,,
Emissions|HFC|HFC23,Emissions,HFC,HFC23,,,,,HFC23,,
Emissions|HFC|HFC32,Emissions,HFC,HFC32,,,,,HFC32,,
Emissions|NOx|Energy|Demand|Transportation,Emissions,NOx,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|OC,Emissions,OC,,,,,,,,
Energy Service|Transportation|Freight,Energy Service,Transportation,Freight,,,Transportation,Freight,,,
Energy Service|Transportation|Passenger|Aviation,Energy Service,Transportation,Passenger,Aviation,,Transportation,Passenger,,,
Energy Service|Transportation|Passenger|Road,Energy Service,Transportation,Passenger,Road,,Transportation,Passenger,,,
Final Energy|Gases,Final Energy,Gases,,,,Gases,,,,
Final Energy|Non-Energy Use|Coal,Final Energy,Non-Energy Use,Coal,,,Non-Energy Use,Coal,,Coal,
Final Energy|Residential and Commercial|Commercial|Liquids,Final Energy,Residential and Commercial,Commercial,Liquids,,Commercial,Liquids,,,
Final Energy|Residential and Commercial|Commercial|Solids|Biomass|Traditional,Final Energy,Residential and Commercial,Commercial,Solids,Biomass,Commercial,Solids,Biomass,,
Final Energy|Residential and Commercial|Gases,Final Energy,Residential and Commercial,Gases,,,Residential and Commercial,Gases,,,
Final Energy|Residential and Commercial|Residential|Electricity,Final Energy,Residential and Commercial,Residential,Electricity,,Residential,Electricity,,,
Final Energy|Solar,Final Energy,Solar,,,,Renewables,Solar,,,
Final Energy|Transportation|Liquids,Final Energy,Transportation,Liquids,,,Transportation,Liquids,,,
Investment|Energy Supply|Electricity|Coal|w/o CCS,Investment,Energy Supply,Electricity,Coal,w/o CCS,Power,Coal,Coal,Coal,w/o CCS
Investment|Energy Supply|Electricity|Other,Investment,Energy Supply,Electricity,Other,,Power,Other,Other,Other,
Investment|Energy Supply|Electricity|Wind,Investment,Energy Supply,Electricity,Wind,,Renewables,Wind,Wind,Wind,
Investment|Energy Supply|Extraction|Gas,Investment,Energy Supply,Extraction,Gas,,Extraction,,Gas,Gas,
Investment|Energy Supply|Extraction|Oil,Investment,Energy Supply,Extraction,Oil,,Extraction,,Oil,Oil,
Land Cover|Cropland,Land Cover,Cropland,,,,,,,,
Land Cover|Cropland|Energy Crops,Land Cover,Cropland,Energy Crops,,,,,,,
Land Cover|Cropland|Irrigated,Land Cover,Cropland,Irrigated,,,,,,,
OM Cost|Fixed|Electricity|Gas|w/o CCS,OM Cost,Fixed,Electricity,Gas,w/o CCS,Power,Gas,Gas - w/o CCS,,w/o CCS
OM Cost|Fixed|Liquids|Oil,OM Cost,Fixed,Liquids,Oil,,Oil,Liquids,Oil,,
Price|Agriculture|Corn|Index,Price,Agriculture,Corn,Index,,Agriculture,Corn,,,
Primary Energy,Primary Energy,,,,,,,,,
Primary Energy|Fossil|w/ CCS,Primary Energy,Fossil,w/ CCS,,,Fossil,Fossil,Fossil - w/ CCS,,w/ CCS
Primary Energy|Fossil|w/o CCS,Primary Energy,Fossil,w/o CCS,,,Fossil,Fossil,Fossil - w/o CCS,,w/o CCS
Primary Energy|Oil|Electricity,Primary Energy,Oil,Electricity,,,Power,,Oil,Oil,
Primary Energy|Secondary Energy Trade,Primary Energy,Secondary Energy Trade,,,,Power,Secondary Energy Trade,Secondary Energy Trade,,
Secondary Energy|Electricity|Biomass|w/ CCS,Secondary Energy,Electricity,Biomass,w/ CCS,,Power,Biomass,Biomass - w/ CCS,,w/ CCS
Secondary Energy|Electricity|Gas,Secondary Energy,Electricity,Gas,,,Power,Gas,Gas,,
Secondary Energy|Electricity|Gas|w/o CCS,Secondary Energy,Electricity,Gas,w/o CCS,,Power,Gas,Gas - w/o CCS,,w/o CCS
Secondary Energy|Electricity|Non-Biomass Renewables,Secondary Energy,Electricity,Non-Biomass Renewables,,,Power,Non-Biomass Renewables,Non-Biomass Renewables,,
Secondary Energy|Electricity|Transmission Losses,Secondary Energy,Electricity,Transmission Losses,,,Power,Transmission Losses,Transmission Losses,,
Secondary Energy|Electricity|Wind,Secondary Energy,Electricity,Wind,,,Renewables,Wind,Wind,Wind,
Secondary Energy|Heat|Coal,Secondary Energy,Heat,Coal,,,Heat,Coal,Heat,,
Trade|Primary Energy|Gas|Volume,Trade,Primary Energy,Gas,Volume,,Gas&Oil,Gas,,Gas,
Water Consumption|Electricity|Fossil|w/ CCS,Water Consumption,Electricity,Fossil,w/ CCS,,Power,Fossil,Fossil - w/ CCS,Fossil,w/ CCS
Water Consumption|Electricity|Gas|w/o CCS,Water Consumption,Electricity,Gas,w/o CCS,,Power,Gas,Gas - w/o CCS,Gas,w/o CCS
Water Consumption|Electricity|Nuclear,Water Consumption,Electricity,Nuclear,,,Nuclear,Nuclear,Nuclear,Nuclear,
Water Consumption|Electricity|Oil|w/ CCS,Water Consumption,Electricity,Oil,w/ CCS,,Power,Oil,Oil - w/ CCS,Oil,w/ CCS
Water Withdrawal|Municipal Water,Water Withdrawal,Municipal Water,,,,Municipal Water,,,,
Agricultural Production|Energy|Crops,Agricultural Production,Energy,Crops,,,Agriculture,Crops,Energy,,
Agricultural Production|Non-Energy|Crops,Agricultural Production,Non-Energy,Crops,,,Agriculture,Crops,Non-Energy,,
Capacity Additions|Electricity|Biomass|w/ CCS,Capacity Additions,Electricity,Biomass,w/ CCS,,Power,Biomass,Biomass - w/ CCS,Biomass,w/ CCS
Capacity Additions|Electricity|Gas|w/ CCS,Capacity Additions,Electricity,Gas,w/ CCS,,Power,Gas,Gas - w/ CCS,Gas,w/ CCS
Capacity Additions|Electricity|Oil|w/o CCS,Capacity Additions,Electricity,Oil,w/o CCS,,Power,Oil,Oil - w/o CCS,Oil,w/o CCS
Capacity|Electricity|Wind,Capacity,Electricity,Wind,,,Power,Wind,Wind,Wind,
Capacity|Liquids|Biomass|w/o CCS,Capacity,Liquids,Biomass,w/o CCS,,Power,Liquids,,Biomass,w/o CCS
Capital Cost|Electricity|Coal|w/ CCS,Capital Cost,Electricity,Coal,w/ CCS,,Power,Coal,Coal - w/ CCS,,w/ CCS
Capital Cost|Electricity|Coal|w/o CCS,Capital Cost,Electricity,Coal,w/o CCS,,Power,Coal,Coal - w/o CCS,,w/o CCS
Capital Cost|Electricity|Gas|w/ CCS,Capital Cost,Electricity,Gas,w/ CCS,,Power,Gas,Gas - w/ CCS,,w/ CCS
Consumption,Consumption,,,,,,,,,
Efficiency|Electricity|Biomass|w/o CCS,Efficiency,Electricity,Biomass,w/o CCS,,Power,Biomass,Biomass - w/o CCS,Biomass,w/o CCS
Efficiency|Liquids|Biomass|w/ CCS,Efficiency,Liquids,Biomass,w/ CCS,,Biomass,Liquids,Biomass - w/ CCS,Biomass,w/ CCS
Capacity Additions|Electricity|Geothermal,Capacity Additions,Electricity,Geothermal,,,Renewables,Electricity,Geothermal,Geothermal,
Emissions|HFC|HFC43-10,Emissions,HFC,HFC43-10,,,,,HFC43-10,,
Emissions|CO|Energy|Demand|Residential and Commercial,Emissions,CO,Energy,Demand,Residential and Commercial,Residential and Commercial,Demand,Energy,,
Emissions|VOC|Energy|Demand|Residential and Commercial,Emissions,VOC,Energy,Demand,Residential and Commercial,Residential and Commercial,Demand,Energy,,
Final Energy|Other Sector|Other,Final Energy,Other Sector,Other,,,,,,,
Final Energy|Other,Final Energy,Other,,,,,,,,
Final Energy|Transportation|Freight|Hydrogen,Final Energy,Transportation,Freight,Hydrogen,,Transportation,Freight,Hydrogen,,
Production|Pulp and Paper,Production,Pulp and Paper,,,,,,,,
Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Carbon Sequestration,CCS,Biomass,Energy,Supply,Energy,Supply,CCS,Biomass,CCS
Carbon Sequestration|CCS|Fossil|Energy|Supply|Other,Carbon Sequestration,CCS,Fossil,Energy,Supply,Energy,Supply,CCS,Fossil,CCS
Carbon Sequestration|Enhanced Weathering,Carbon Sequestration,Enhanced Weathering,,,,,,Enhanced Weathering,,
Carbon Sequestration|Land Use|Biochar,Carbon Sequestration,Land Use,Biochar,,,,,Land Use,Biochar,
Energy Service|Transportation|Passenger|Navigation,Energy Service,Transportation,Passenger,Navigation,,Transportation,Passenger,,,
Secondary Energy|Hydrogen|Biomass|w/o CCS,Secondary Energy,Hydrogen,Biomass,w/o CCS,,Hydrogen,Biomass,Hydrogen - w/o CCS,,w/o CCS
Final Energy|Transportation|Freight|Gases,Final Energy,Transportation,Freight,Gases,,Transportation,Freight,Gases,,
Policy Cost|Additional Total Energy System Cost,Policy Cost,Additional Total Energy System Cost,,,,,,,,
Investment|Energy Demand|Transportation|Passenger|Road|LDV|FCV,Investment,Energy Demand,Transportation,Passenger,Road,Transportation,,Passenger,Passenger,
Emissions|CH4|AFOLU|Agriculture|Rice,Emissions,CH4,AFOLU,Agriculture,Rice,Agriculture,Rice,AFOLU,,
Emissions|BC|Energy|Demand|Transportation|Passenger,Emissions,BC,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|CO2|Energy|Demand|Transportation|Road|Freight,Emissions,CO2,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Emissions|OC|Energy|Demand|Transportation|Freight,Emissions,OC,Energy,Demand,Transportation,Transportation,Demand,Energy,,
Final Energy|Transportation|Rail|Passenger,Final Energy,Transportation,Rail,Passenger,,Transportation,Rail,Passenger,,
Land Cover|Cropland|Double-cropped,Land Cover,Cropland,Double-cropped,,,,,,,
Land Cover|Forest|Managed,Land Cover,Forest,Managed,,,,,,,
Emissions|CO2|Energy|Demand|Residential and Commercial|Residential|Heating,Emissions,CO2,Energy,Demand,Residential and Commercial,Residential and Commercial,Demand,Energy,,
Trade|Primary Energy|Oil|Value,Trade,Primary Energy,Oil,Value,,Oil,Oil,,Oil,
Primary Energy|Gas|Gases,Primary Energy,Gas,Gases,,,Gas&Oil,Gas,Gas - Gases,Gas,
Emissions|CO2|Energy|Demand|Residential and Commercial|Residential|Heating|Space,Emissions,CO2,Energy,Demand,Residential and Commercial,Residential and Commercial,Demand,Energy,,
Final Energy|Residential and Commercial|Commercial|Ofice equipment,Final Energy,Residential and Commercial,Commercial,Ofice equipment,,Commercial,Ofice equipment,,,
Final Energy|Residential and Commercial|Space Heating,Final Energy,,Space Heating,,,Residential and Commercial,Space Heating,,,
Value Added|Industry|Water,Value Added,Industry,Water,,,Industry,Water,,,
Price|Final Energy|Residential and Commercial|Residential|Solids|Biomass,Price,Final Energy,Residential and Commercial,Residential,Solids,Residential and Commercial,Residential,Residential - Solids,Biomass-solid,
Concentration|CH4,Concentration,CH4,,,,,,,,
Employment|Agriculture,Employment,Agriculture,,,,Agriculture,,,,
Export|Agriculture,Export,Agriculture,,,,Agriculture,,,,
Import|Agriculture,Import,Agriculture,,,,Agriculture,,,,
Employment|Industry|Energy ,Employment,Industry,Energy ,,,Industry,Energy ,,,
Value Added|Industry|Manufacturing,Value Added,Industry,Manufacturing,,,Industry,Manufacturing,,,
Final Energy (excl. feedstocks)|Industry|Gases,Final Energy (excl. feedstocks),Industry,Gases,,,,,,,
Transport|Stock|Road|Freight,Transport,Stock,Road,Freight,,Transportation,Road,Freight,,
Transport|Stock|Road|Passenger|Bus,Transport,Stock,Road,Passenger,Bus,Transportation,Road,Passenger - Bus,,
Population|Female,Population,Female,,,,,,,,
Policy Cost|Default for CAV,Policy Cost,Default for CAV,,,,,,,,
Resource|Extraction|Gas,Resource,Extraction,Gas,,,,,,,
Employment|Industry|Energy,Employment,Industry,Energy,,,Industry,Energy,,,
